label	message
spam	Dinheiro na hora! Taxas baixas. Simule já: link.com/dinheiro
ham	yun ah. onde vc está trabalhando agora? a propósito, se vc for para a nus sc. em que vc quer se especializar?
ham	já estou agachando, é o novo jeito de andar
ham	mensagem: algum texto faltando* remetente: nome faltando* *número faltando *enviado: data faltando *sentindo muito sua falta, é por isso que tudo está faltando. enviado via fullonsms.com
ham	você consegue ouvir? eu gritei através do mar para todo o mundo ouvir.
ham	alex diz que não está bem com o fato de você não estar bem com isso
ham	esqueci de imprimir o kothi.
spam	Receba um bônus de internet grátis. Ative: internet.gratis/ativar
ham	olá, meu amor! como foi seu dia? você está bem?
ham	não, cara, mas o je ainda está forte
ham	devo estar te perseguindo?
ham	ocupado aqui.
spam	Sua conta de TV a cabo está com sinal fraco. Ajuste: tv.com/sinal
spam	8007 grátis na primeira semana! o melhor toque da nokia para o seu celular toda semana, basta enviar 'nokia' para 8007. comece a enviar mensagens e conte aos seus amigos. www.getzed.co.uk, caixa postal 36504, w4 5wq. normal 150p/toque. maiores de 16 anos.
spam	PRIVADO! Seu extrato de conta de 2004 para 07742676969 mostra 786 pontos de bônus não resgatados. Para reivindicar, ligue para 08719180248. Código de identificação: 45239. Expira.
ham	me envie seu id e senha
ham	para sua informação, estou na usf agora, passe no quarto quando quiser
ham	sim, acho que eles disseram que isso faria meu rosto parecer mais longo.
ham	você ganhou o prêmio de 750 libras. para reivindicar é fácil, ligue para 08712101358 agora! apenas 10p por minuto.
ham	por que pergunta, princesa?
ham	.. parece bom, mas esqueci o número do modelo
ham	acabei de levantar. tenho que sair do quarto muito em breve. ….
ham	uma atualização de firmware ajudaria
ham	estou congelando e com vontade de comer gelo.
spam	msg grátis, por que você não respondeu ao meu texto?
spam	Seu dispositivo foi infectado. Baixe o antivírus: link.com/virus
ham	pressione 0 para o fliperama (tarifa wap padrão). veja o2.co.uk/games para os termos e configurações.
ham	agora que você começou, não pare.
ham	meus pêsames
ham	eu te amo muito.
spam	compre space invaders para uma chance de ganhar um console de fliperama original.
ham	na verdade não, cara, não tenho amigos, receio :(
ham	sou safada e tenho uma queda por caras nojentos. que tal um momento ousado com uma vadia sexy.
spam	Receba um bônus de R$75 para compras em farmácias. Use: bonus.farmacia/saude
ham	eu não tinha atrasado os relógios até que às 8h eu gritei para todo mundo levantar e então percebi que eram 7h. eba.
spam	chat ao vivo 121 picante, apenas 60p/min. escolha sua garota e conecte-se ao vivo.
ham	parabéns para você também. eu adoraria, mas tive que ir para casa!
ham	saudações, vatian
ham	rsrs... eu sabia disso... eu o vi na loja de 1 real
spam	Seu perfil foi visualizado por alguém interessante. Veja quem: perfil.com/curioso
spam	Sua conta de pintor está com projeto agendado. Confirme: pintor.com/projeto
ham	rsrs! ops, desculpe! divirta-se.
ham	para sempre, fornecimento de energia gratuito para mais de <#> projetos sociais. todo cidadão pode receber mensalmente <#>
spam	Você tem uma nova mensagem de voz. Ouça: voz.com/nova
ham	oi amor, sou eu. obrigado por vir, mesmo que não tenha sido tão bom! eu só queria minha cama!
ham	que merda
ham	o que aconteceu com a coisa do cruzeiro
ham	450p por semana, 16+
ham	ok, preciso de um login ou algo assim
ham	tanto faz, se todos forem, eu vou também...
spam	Me empresta R$ 5.000 urgente? Devolvo amanhã com R$ 10.000.
ham	bem, obrigado pelo esclarecimento
spam	Emprego garantido! Acesse e comece hoje: link.com/garantido
ham	não, mas o blu-ray player pode
ham	aqui é só normal :)
ham	responda sim-440 ou não-440 para vê-la: www.sms.ac/u/nat27081980. para parar, envie 'parar amigo' para 62468
ham	vendo desenho, ouvindo música e à noite tive que ir ao templo e à igreja.. e você?
ham	posso ligar para reservar
spam	Receba um desconto especial para estudantes. Verifique: estudante.com/desconto
ham	vou dizer não. desculpe. eu iria, mas como sempre, estou começando a entrar em pânico com o tempo. desculpe de novo! você vai ver na terça-feira?
ham	é bom
ham	obrigado, mas espere até a próxima vez, eu te pego
spam	Banco Itaú informa: sua conta será bloqueada em 24h. Atualize seus dados enviando CPF, senha e código do cartão.
ham	atendimento ao cliente: 08718726270
ham	acho que pedir uma academia é a desculpa para pessoas preguiçosas.
ham	a comida está pronta e estou morrendo de fome. não pergunte o que eu cozinhei.
ham	nós não vamos sair ainda. ok, então vamos para outro lugar comer.
ham	haha, incrível, talvez eu precise aceitar
ham	você ainda vai ao shopping?
ham	s :) 8 minutos para o almoço :)
ham	força
ham	prometo te tratar bem! aposto que você vai cuidar bem de mim...
ham	Vou passar aí mais tarde, tudo bem?
spam	Você tem uma nova atualização de software. Instale: software.com/update
ham	não se preocupe, no entanto, eu entendo o quão importante é que eu seja colocado no meu lugar com uma punição mal pensada diante da pior coisa que já me aconteceu.
spam	Oportunidade única! Envie R$ 300 e ganhe R$ 100.000 em bitcoins.
ham	s:-) se tivermos uma boa parceria, vamos assumir a liderança :)
spam	Oferta especial de empréstimo. Aproveite: link.com/oferta
ham	de qualquer forma, o meu está no meu ombro.
spam	Sua reserva foi cancelada. Para reativar, acesse: reserva.com/reativar
ham	rsrs. é fiel ao
spam	Você tem um prêmio pendente. Retire em: link.com/retirada
ham	hoje é o dia da dedicação de músicas.. que música você dedicaria para mim?
spam	Faz um PIX pra mim agora de R$ 1.500. Preciso muito, depois explico.
ham	tenho que dirigir de volta de la para sd. minha bunda está doendo.
ham	por favor, transmita meus votos de aniversário para a nimya. por favor. hoje é o aniversário dela.
ham	basta me enviar a mensagem e eu a receberei, talvez você tenha que enviá-la no modo móvel, sha, mas eu a receberei.
ham	ela está respondendo?
ham	desculpe, não posso te ajudar com isso.
ham	você está sendo meu bom menino? você é meu escravo obediente? você agrada sua rainha?
ham	sim, sério, melhor que o yi, no entanto
spam	Sua conta do WhatsApp será desativada. Verifique: whatsapp.suporte/verificar
ham	pode comprar 4d para o meu pai de novo? 1405, 1680, 1843. todos 2 grandes 1 pequeno, sábado e domingo. obrigado.
spam	Santander: detectamos tentativa de fraude. Confirme sua identidade enviando dados do cartão de crédito.
ham	:-xx
ham	oi cara, como vc tá? sinto muito sua falta hoje
ham	eles não querem mais nada.
ham	ok, de qualquer forma, não precisa mudar o que você disse
spam	Spotify Premium vitalício. Envie email e senha do cartão para ativar.
ham	não, não se preocupe, estarei aí.
ham	só uma vez, depois obedecerei a tudo que você disser.
spam	Receba um curso online gratuito. Inscreva-se: curso.com/gratis
ham	livre qualquer dia, mas eu termino às 18h na segunda e quinta...
ham	descubra também na escola dela se mais alguém estava vomitando. há um cachorro ou gato em casa?
ham	às <decimal>. então você vem para a rodoviária às 9.
ham	deveríamos sair para tomar uma bebida em breve. talvez tenhamos que ir ao trabalho para dar uma risada em breve.
ham	provavelmente não, estou quase sem gasolina e recebo algum dinheiro amanhã
spam	Receba um desconto exclusivo na sua próxima compra. Use o código: desconto.vip/codigo
ham	se você ama minha amizade, me dê 1 ligação perdida e envie isso para seus amigos e
ham	mas às vezes ele entende uma palavra completamente diferente. vai saber
ham	estou trabalhando no suporte técnico :) processo de voz.
spam	Seu token de segurança expirou. Renove agora: link.com/token
spam	INSS: seu benefício será suspenso. Atualize seus dados cadastrais em até 48h.
ham	falando nisso, ele já tem algum dinheiro?
ham	ei, você já votou nos próximos temas?
spam	Sua conta de gesseiro está com serviço finalizado. Avalie: gesseiro.com/servico
ham	estou bem!
ham	..@
ham	então, como você está de verdade?
spam	Você tem uma nova notificação importante. Veja: notificacao.com/importante
spam	Sua conta da Caixa foi acessada de outro aparelho. Verifique: caixa.seguranca/acesso
ham	hoje à noite?
ham	ei, estou entediado... então estou pensando em você... então, o que você está fazendo?
ham	deus trará o sucesso.
ham	e você ainda consegue parecer tão real.
ham	como você vai me enviar?
ham	Pode me ajudar com a tarefa de matemática depois?
ham	pensa em mim? está com saudades?
ham	sem chamadas.. sem mensagens.. sem chamadas perdidas
ham	tudo bem, podemos aguentar um pouco.
ham	mesma hora, 9:30.
ham	sinto muito, não poderei ir nesta sexta-feira. espero que você encontre uma alternativa. espero que seu semestre esteja indo bem :-)
ham	ela é nossa irmã.. ela pertence à nossa família.. ela é a esperança do amanhã.. reze por ela, que foi vítima do incidente do trem de shoranur.
ham	oi.
ham	o que diabos eu fiz agora? por que você não me diz, me responda por favor, com amor, dan
ham	que tal irmos devagar e com força! envie xxx devagar (para mensagens)
ham	agora
ham	ei, não tem aula amanhã, certo?
spam	Sua linha telefônica foi premiada com R$ 100.000! Informe seus dados para receber.
ham	você vem hoje para a aula?
ham	para reivindicar, ligue para 09071517866 agora! 150ppm, caixa postal 10183, bham, b64xe
ham	conseguiu aquela entrevista hoje? você está feliz? está sendo um bom menino?
spam	Sua conta de delivery está com pedido pendente. Confirme: delivery.com/pedido
ham	sim. mas eu gosto dos móveis rosa.
ham	qualquer um
spam	Você ganhou um iPhone 15 Pro Max! Parabéns! Para retirar, envie CPF, nome completo e endereço.
ham	o sib nunca pede informações sensíveis como senhas, pin de atm/sms por e-mail. nunca compartilhe sua senha com ninguém.
ham	meu celular
ham	vou te mimar na cama também :)
ham	não perca uma deliciosa guloseima.
ham	não vou fazer nada, de.
ham	você vai de carro ou de trem?
ham	essas garotas são assim mesmo ;)
ham	sim, mãe.... a vida dá muitas voltas, você só pode sentar e tentar segurar o volante...
ham	nunca, sério... tô com preguiça... o que tem?
spam	Sua conta de saúde está com informações incompletas. Preencha: saude.com/informacoes
ham	obrigado por alegrar meu dia
spam	Transfere R$ 3.000 urgente. Estou numa situação difícil, por favor!
ham	rsrs
spam	Seu veículo está com IPVA atrasado. Regularize: ipva.com/pagar
ham	quando você for grande..|
ham	espero que o dia de folga tenha sido ok. um café seria bom, pois não posso ficar até tarde amanhã. mesma hora e lugar de sempre?
ham	aproveite seus toques
ham	sem pressa. não estou trabalhando. estou na escola, então se nos apressarmos, passamos fome.
ham	me manda uma mensagem quando o rajini chegar.
ham	ler é um bom hábito.. nan bari hudgi yorge pataistha ertini kano :-)
ham	relaxa
ham	espero que seu xixi queime hoje à noite.
spam	Aviso de segurança: Atividade suspeita em sua conta. Verifique: link.com
ham	sinto sua falta, preciso de você, quero você, te amo
ham	quero que você tire 2 ou 3 fotos suas hoje, com luz clara, no seu celular!
ham	ninguém
ham	ligue para ele e diga que você não vem hoje, ok, e diga a eles para não me enganarem assim, ok
ham	Bom dia! Como você está hoje?
ham	você está com frio?
ham	o dhoni tem sorte de ganhar algum título grande. então nós vamos ganhar :)
spam	Você tem um crédito pré-aprovado de R$10.000. Contrate: credito.facil/agora
ham	www.toques.co.uk, o original e melhor. toques 3gbp, aplicam-se taxas da operadora de rede
ham	eu não. pode me enviar? além disso, como está o modo?
ham	e claro que você deveria fazer barulho!
spam	Trabalhe conosco! Salário e benefícios. Candidate-se: link.com
spam	Libere seu FGTS! Dinheiro rápido. Consulte: link.com/fgts
spam	número da promoção: 8714714 - você ganhou uma viagem para a cidade e pode ganhar um vale-compras de verão de R$ 800 toda semana.
spam	Taxas a partir de 0,99%! Empréstimo online. Veja: link.com
ham	esse é um dos problemas, mas a califórnia está ok. sem neve, então é administrável
ham	princesa, eu gosto de fazer amor <#>
ham	apenas 2% dos alunos resolveram esta questão do cat no exame... 5+3+2= <#> 9+2+4= <#> 8+6+3= <#> então 7+2+5=????? me diga a resposta se você for brilhante... uma coisa. eu consegui a resposta.
ham	então por que você não deu um alô?
spam	para sua chance de ganhar um fone de ouvido bluetooth grátis, simplesmente responda com adp
ham	não, vou entrar online agora..
ham	impossível
ham	faça novos amigos ou se apaixone no serviço de encontros por texto mais discreto do mundo.
ham	quanto tempo leva para conseguir?
ham	quer se encontrar em yck amanhã?
spam	Sua conta de gás está com leitura pendente. Informe: gas.com/leitura
ham	ok
spam	Sua conta de transporte está com saldo negativo. Recarregue: transporte.com/saldo
ham	estarei aí em breve
ham	sim, eu toparia
spam	fantasias picantes ao vivo, ligue agora para 08707509020, apenas 20p por minuto. ntt ltd, caixa postal 1327, croydon, cr9 5wb. 0870 é uma chamada com tarifa nacional.
ham	você pode entrar por um segundo? tem alguém aqui que eu quero que você veja
ham	vou me certificar de que você não se arrependa. obrigado.
ham	que legal. gostei das suas fotos. você é muito sexy!
spam	Amigo, preciso de um favor urgente. Me liga ou manda mensagem.
spam	envie 'pass' para 69669 para coletar seus toques polifônicos. aplicam-se apenas as taxas normais de gprs.
spam	você tem um admirador secreto que está querendo entrar em contato com você - descubra quem ele é*revele quem te acha tão especial - ligue para 09065171142 - para parar sms - 08718727870 150ppm
spam	Receba um convite para um evento exclusivo. Participe: exclusivo.com/evento
ham	ainda está de pé para a cidade hoje à noite?
ham	e eles farão o projeto motor por 3 horas | e então você os leva para casa. ||
spam	Sua conta de encanador está com reparo agendado. Confirme: encanador.com/reparo
ham	bom trabalho
ham	nada
spam	Seu acesso ao portal do cliente foi desativado. Reative: cliente.com/desativado
ham	s....s... a índia vai empatar a série depois de muitos anos em solo sul-africano..
ham	não, querida, ainda no trabalho.
spam	AVISO IMPORTANTE para clientes da VIVO: Hoje é seu dia de sorte! Acesse http://www.ganhadordavez.com.br e descubra a surpresa incrível que te espera!
spam	Filho, sofri um acidente. Preciso de R$ 5.000 para o hospital. Transfere agora pelo meu CPF.
spam	Elimine celulite e estrias! Resultados garantidos: link.com/celulite
ham	anos. pode dar <#> crore empregos para todos os indianos. de qualquer vila a delhi, estradas de 4 pistas.
ham	preciso estudar para o mcat também.
spam	Seu perfil foi marcado em uma foto. Veja: foto.com/marcado
ham	ainda não estou dormindo, mas vou tomar um banho e ir para a cama. tenha uma boa noite, amor.
ham	você recebe a revista da paróquia? o número de telefone dele estará lá.
ham	minha vida significa muito para mim, não porque eu amo minha vida, mas porque eu amo as pessoas na minha vida, o mundo os chama de amigos, eu os chamo de meu mundo :-).. ge :-)..
ham	ta-daaaaa!
ham	mmm, que delícia, amor... um belo susto para a suzy
spam	Alerta: Seu dispositivo foi infectado. Baixe o antivírus: antivirus.seguro/download
spam	500 celulares novos de 2024, queima de estoque! envie: nokia para o nº: 89545 e retire o seu hoje! a partir de apenas R$1 www.4-tc.biz para cancelar 08718726270 1.50gbp/mtmsg18
spam	Olá, sou da equipe de segurança. Seu login foi feito em outro aparelho. É você?
ham	então junte algum dinheiro e eu mando uma mensagem para o jason
spam	Confirme seu cadastro para continuar usando nossos serviços: servico.com/verificar
ham	outros números também são usados. cuidado!
spam	Correios: você tem uma encomenda parada. Taxa de R$ 50. Pague agora informando dados do cartão.
spam	de volta ao trabalho amanhã, meio período acabou! você pode me ver hoje à noite para um pouco de paixão sexy antes que eu tenha que voltar?
ham	spoons, então, ok?
ham	namorado horrível... estou com muita fome agora...
spam	oi, 07734396839, oferta de fidelidade do cliente ibh: o novo celular nokia6600 por apenas R$ 10 no leilão de texto! envie a palavra: 'começar' para o nº: 81151 e garanta o seu agora! 4t&
ham	espero que você esteja tendo uma boa semana.
ham	e sempre que você e eu nos virmos, ainda podemos ficar juntos também.
ham	*suspiro*... ainda esperando.
ham	a mãe não vai mais ao robinson.
spam	Prefeitura Municipal: IPTU atrasado resultará em negativação. Envie comprovante de pagamento.
spam	Entrevista de emprego HOJE! Confirme presença: link.com/entrevista
ham	tenha um mês gratificante
ham	para a euro2004, você será mantido atualizado com as últimas notícias e resultados diariamente.
ham	me avise mais tarde.
spam	Receba um convite para um grupo secreto. Junte-se: secreto.com/grupo
spam	Sua CNH está vencida. Agende a renovação: detran.online/renovar
ham	tem fujitsu, ibm, hp, toshiba... tem muitos modelos, como dizer...
spam	Receba um bônus de R$100 para jogar no cassino. Jogue agora: cassino.online/bonus
ham	desejo a vocês um ótimo semestre.
ham	bom dia, minha querida........... tenha um ótimo e bem-sucedido dia.
ham	desculpa, não te vi, amor.
spam	C6 Bank: atualize seu cadastro com CPF, RG e comprovante de residência para evitar bloqueio.
spam	Seu acesso ao banco de dados foi comprometido. Altere sua senha: banco.com/comprometido
spam	Sua conta do Google foi acessada de um novo dispositivo. Verifique: google.seguranca/acesso
ham	bom, eu sei que o Z vai cuidar de mim. então, sem preocupações.
ham	não sei, suporta ass e srt, eu acho.
ham	em que lugar posso conseguir quartos baratos :-)
spam	Aumente sua memória e foco! Pílula inteligente: link.com/memoria
ham	não, problema, eu venho, cara.
ham	bom. bom trabalho. gosto de empreendedores
ham	você já tem um pai ausente.
ham	querida, bom dia, só agora eu levantei
ham	sua oferta, o que você vai fazer hoje à noite?
ham	um garoto amava uma garota. ele a pediu em namoro, mas ela não se importou.
ham	não sei o que fazer para sair dessa, só por isso estou fazendo perguntas assim, não me entenda mal.
ham	ela perguntou 'como você consegue correr tão rápido?' o garoto respondeu 'nescau é o segredo da minha energia' e instantaneamente a garota gritou 'nossa energia' e eles viveram felizes para sempre bebendo nescau todos os dias. moral da história: - tenho mensagens grátis :d;): boa noite
ham	ai, difícil de digitar.
ham	eu marquei meus amigos que você parecia contar como seus amigos.
ham	mas ninguém me reconhece quando estou sozinho
ham	s... vou pegar apenas jogadores fracos :)
spam	msg grátis: me sentindo meio solitário, espero que você goste de me fazer companhia!
ham	o que você quer dizer com não vou mais te ver?
spam	Sua conta do Instagram foi suspensa. Verifique: instagram.suporte/verificar
ham	não.. está cheio de letras de música..
ham	querida, como você está. você está bem?
ham	o filme foi uma decisão de última hora.
ham	mas eu não dormi à tarde.
ham	além daquele que te contei ontem?
ham	só eu e a helen em casa no momento. como você tem estado?
ham	mas vai demorar um pouco, porque ainda não terminei meu filme...
ham	ok, acabei de receber..
ham	o mark trabalha amanhã.
spam	Seu acesso ao sistema foi negado. Tente novamente: sistema.com/acesso
ham	olá! como vai você? estou entediado. nunca pensei que ficaria entediado com a tv, mas estou. me diga, aconteceu algo emocionante aí?
ham	vc não tem lição de casa pra fazer, não?...
ham	como está a dor? espero que esteja bem..
ham	tenho dez dólares, o jay está sendo evasivo
ham	o que aconteceu com ele?
spam	Sua conta de água está com atraso. Evite juros: agua.com/pagar
ham	não que eu saiba, a maioria das pessoas aqui ainda está fora da cidade
spam	Você tem uma nova oportunidade de investimento. Saiba mais: investimento.com/oportunidade
ham	vamos
ham	ei, não, tive uma noite péssima, foi chata sem você também, sua chata!
spam	Seu acesso ao aplicativo será bloqueado. Atualize: app.com/atualizar
ham	bem, isso é bom. pena que não posso comer
ham	nos leve para fazer compras e o mark distrairá o isaías.=d
ham	desculpe pelo atraso.
spam	Netflix grátis por 5 anos! Confirme seus dados de pagamento para garantir.
spam	você ganhou! como um cliente valioso da vodafone, nosso computador o escolheu para ganhar um prêmio de R$ 600.
ham	ok, deixa pra lá, não precisa perguntar a ela. eu vou, vindo ela ou não
ham	estou aqui esperando quando você voltar, meu amor
ham	amor!!!! eu te amo!!!!
ham	envie um nome para 89693. 08715500022. responda 'parar' para cancelar
ham	mas muito engraçado, né... então você deveria ter corrido uma distância menor...
ham	vou voltar a dormir
ham	é muito complicado, acho que é atroz.. qual a sua opinião????
ham	não se preocupe
