label	message
ham	não se preocupe, no entanto, eu entendo o quão importante é que eu seja colocado no meu lugar com uma punição mal pensada diante da pior coisa que já me aconteceu.
spam	Oferta exclusiva: empréstimo pessoal aprovado. Taxa 0,99% ao mês. Ligue já!
ham	faça o que for mais fácil para você
ham	você vai ser a minha morte.
spam	oi, 07734396839, oferta de fidelidade do cliente ibh: o novo celular nokia6600 por apenas R$ 10 no leilão de texto! envie a palavra: 'começar' para o nº: 81151 e garanta o seu agora! 4t&
spam	sms.
ham	vivemos nos próximos <#> minutos
ham	eu te fiz uma pergunta algumas horas atrás. a resposta é
ham	mas eu não dormi à tarde.
ham	o que aconteceu na entrevista?
ham	essas garotas são assim mesmo ;)
ham	s. acho que ele é um desperdício para o rr..
ham	ok, te vejo então.
ham	ler é um bom hábito.. nan bari hudgi yorge pataistha ertini kano :-)
ham	mas estou de dieta.
ham	e você ainda consegue parecer tão real.
ham	ola entraria em contato com você, talvez não hoje, mas eu disse a ele que você pode ser o contato direto dele nos eua para conseguir os carros que ele arremata online, você organiza o envio e ganha uma comissão.
ham	você é linda! continue mandando essas fotos :) obrigado!
ham	não sei... talvez eu coma com meus amigos... se vc quiser comer, então eu espero por vc
ham	que horas são, onde ainda tem.
ham	estou de volta e estamos arrumando o carro agora, te aviso se houver espaço
ham	você conseguiu um emprego na wipro :) você terá tudo na vida em 2 ou 3 anos.
ham	converse agora 09099726481, amor dena, chamadas R$1/min, celulares mais, lkpobox177hp51fl
ham	bom dia, querido, tenha um bom dia
ham	não consegue adivinhar quem? ligue para 09058097189 agora, tudo será revelado.
ham	não acho que ele tenha mãos de espátula!
ham	quando a pessoa que você ama fica com raiva de você, não leve a sério.. porque ficar com raiva é a forma mais infantil e verdadeira de mostrar afeto profundo, cuidado e amor!.. cabeça de vento... tenha um bom dia.
ham	me liga, cara, estou esperando sua ligação.
ham	só te desejando um ótimo dia. abiola.
ham	sim, quando é a consulta de novo?
ham	bem, então tenha um ótimo fim de semana!
ham	estou tão feliz, me mande uma mensagem de volta. depois desta mensagem, custo de rede padrão de R$1.50
ham	a fazenda estava aberta?
ham	vou levar uma de qualquer maneira
ham	com amor, pete x x
ham	ligue agora para 0207 153 9996. a oferta termina em 14 de março. aplicam-se os t&c's. cancelamento disponível
ham	que horas vc quer hoje?
ham	sim, sério, melhor que o yi, no entanto
ham	não vou poder ir.
spam	entrada grátis no concurso semanal da gr8prizes para uma chance de ganhar o mais recente nokia 8800, psp ou R$ 250 em dinheiro toda semana. envie 'great' para 80878. http//www.gr8prizes.com 08715705022
ham	hmmm.... talvez possa experimentar o da área de compras, mas esqueci o nome do hotel...
ham	só testando o cartão telefônico. não sei, a rede não está boa, eu acho.
ham	quero te encontrar hoje à noite. onde você está?
ham	ele sai às 17h. o trabalho dele é perto da sua casa, então ele pode te encontrar depois.
ham	estou no trabalho. por favor, ligue
ham	escravo! onde você está?
ham	agora que você começou, não pare.
ham	ok, querida, te vejo na sexta.
ham	os homens sempre precisam de uma esposa bonita, inteligente, carinhosa, amorosa, adaptável e cooperativa. mas a lei permite apenas uma esposa....
ham	eu não disse que tenho ou não tenho os chinelos
ham	preciso falar com você sobre esta visita real em 1º de junho.
ham	para reivindicar, ligue para 08719180219. código de identificação: 45239. expira em 06/05/05
ham	se você ama minha amizade, me dê 1 ligação perdida e envie isso para seus amigos e
ham	a noite terminou por mais um dia, a manhã chegou de uma maneira especial.
ham	ah, entendi.
ham	tempo e sorriso são duas coisas cruciais em nossa vida.
ham	provavelmente vou passar aí daqui a pouco
spam	PRIVADO! Seu extrato de conta de 2004 para 07742676969 mostra 786 pontos de bônus não resgatados. Para reivindicar, ligue para 08719180248. Código de identificação: 45239. Expira.
ham	isso significa que você tirou um a em epi, ela está bem. ela está aqui agora.
ham	você sabe por que deus criou um espaço entre seus dedos..?
ham	anos. pode dar <#> crore empregos para todos os indianos. de qualquer vila a delhi, estradas de 4 pistas.
ham	o gumby's tem uma promoção onde uma pizza de queijo de <#> custa R$2, então eu sei o que vamos fazer hoje à noite
ham	triste história de um homem - na semana passada foi meu aniversário. minha esposa não me desejou feliz aniversário.
ham	estou nervosa porque, claro, agora ele pode ter meu endereço.
ham	a hora prevista de chegada em taunton é 12:30, como planejado, espero que ainda esteja tudo bem?! que bom te ver!
ham	motivação: por trás de toda escuridão, há uma luz brilhante esperando por você para encontrá-la... por trás de todo melhor amigo, há sempre confiança e amor... bjs
spam	seu toque grátis está esperando para ser coletado.
ham	espero que eles não ignorem isso.
ham	abiola
ham	estou a caminho da sua casa
ham	hein... hyde park não fica em mel, ah, ops, me confundi... de qualquer forma, se essa for a melhor escolha, então temos que aceitá-la...
ham	raji.. por favor, me faça um favor. por favor, transmita meus votos de aniversário para a nimya. por favor.
ham	.. parece bom, mas esqueci o número do modelo
ham	então, vocês estão pedindo que eu compre aquele chinelo de novo ou já era com o do ano passado
ham	que louco, ele é casado. vc gosta de caras bonitos, não de mim.
ham	sim, se tivermos que pegar um cara aleatório, precisamos mudar nossas fichas de informação para festa <#>
spam	22 dias para o início da euro2004!
ham	ligue para 0845 021 3680. a oferta termina em 28 de fevereiro. aplicam-se os t&c's
ham	tem feito algo interessante? teve um bom aniversário? quando você trabalha de novo?
ham	preciso do modelo srs, por favor, envie para o meu e-mail, pa.
spam	Donas de casa entediadas! Converse e marque encontros agora! Ligue 0900-XXXX. Tarifa nacional, R$3,99/minuto + impostos.
ham	que pena, * estava no clima para isso.
spam	você é um ganhador de R$ 4.000 ou um prêmio garantido para quem ligar, esta é nossa última tentativa de contato!
ham	depois de pensar um pouco, talvez o mais provável é que eu vá.
ham	que legal. onde devo ir?
ham	mm, eu comi minha comida, cara, de fora
ham	você deveria ter marcado uma consulta
ham	não entendi sua mensagem.
ham	haha, brincadeira, papai precisa de remédios
ham	fico animado a cada dia que passo com você. você me faz tão feliz.
ham	e sorria para mim agora mesmo enquanto você vai, e o mundo se perguntará sobre o que você está sorrindo e pensará que você é louco e ficará longe de você... *sorri*
ham	:v
ham	um amigo meu está querendo comprar mais tarde hoje à noite
ham	sim, tudo bem
ham	olá, meu amor. o que você está fazendo?
ham	por favor, cara, me ligue, algum erro da minha parte, desculpe, cara.
ham	saindo com meu irmão e a família dele
ham	esteja pronta na quinta-feira
ham	meu doloroso pensamento pessoal - eu sempre tento manter todo mundo feliz o tempo todo.
ham	sim, mãe.... a vida dá muitas voltas, você só pode sentar e tentar segurar o volante...
ham	sinto muito, não poderei ir nesta sexta-feira. espero que você encontre uma alternativa. espero que seu semestre esteja indo bem :-)
ham	aff, minha perna dói. devo ter exagerado na segunda.
ham	ooh, de cama, é?
ham	por favor, proteja-se de ameaças eletrônicas.
ham	honestamente, acabei de fazer uma xícara de chá deliciosa e prontamente derrubei minhas chaves nela e depois queimei meus dedos para tirá-las!
ham	apenas 2% dos alunos resolveram esta questão do cat no exame... 5+3+2= <#> 9+2+4= <#> 8+6+3= <#> então 7+2+5=????? me diga a resposta se você for brilhante... uma coisa. eu consegui a resposta.
ham	o tio timi ajuda a desembaraçar carros?
ham	por favor, nos dê a conexão hoje mesmo antes das <decimal>
ham	isso me faz sentir como se estivesse morto.
spam	obrigado por sua assinatura de toques no reino unido. seu celular será cobrado R$5/mês. por favor, confirme respondendo sim ou não.
ham	a comida está pronta e estou morrendo de fome. não pergunte o que eu cozinhei.
ham	papai diz para você se apressar
ham	não, querida, ainda no trabalho.
ham	pegue o que você quiser
spam	obrigado, o vencedor foi notificado por sms. boa sorte!
ham	te mando uma mensagem quando deixar o x
ham	preciso ir pra casa e te dar um pouco de amor do bom...
spam	você é um vencedor, foi especialmente selecionado para receber R$1000 em dinheiro ou férias 4* (voos inclusos). fale com um operador ao vivo para reivindicar 0871277810810
spam	URGENTE! Ligue para 09066612661 de um telefone fixo. Suas férias 4* de cortesia em tenerife ou R$ 4.000 em dinheiro aguardam retirada. sae t&cs po box 3 wa14 2px 150ppm 18+. remetente: oferta de férias
ham	eu sei que é realmente chocante, mas.... hmm, njan vilikkam.... foi tudo de repente ;-(.
ham	feliz aniversário... que todos os seus sonhos se realizem...
ham	min.
ham	vou me certificar de que você não se arrependa. obrigado.
ham	beleza, você está por perto ou ainda está lá perto da casa do alex?
ham	minha cabeça está inchando.
ham	s:-) se tivermos uma boa parceria, vamos assumir a liderança :)
ham	a aula terminou mais cedo, mas talvez eu fique por aqui. que tal uma noite de cinema?
ham	mm, não tenho certeza se entendi essa mensagem, mas tudo bem. qual fim de semana?
ham	espero que você esteja bem, amor? me preocupo que você possa ter se sentido um pouco desesperado quando descobriu que o emprego era falso?
ham	mas muito engraçado, né... então você deveria ter corrido uma distância menor...
ham	/- por <#> anos. não há necessidade de empréstimos do banco mundial e do fmi.
spam	500 celulares novos de 2024, queima de estoque! envie: nokia para o nº: 89545 e retire o seu hoje! a partir de apenas R$1 www.4-tc.biz para cancelar 08718726270 1.50gbp/mtmsg18
ham	é isso que eu adoro ouvir :v te vejo no domingo, então
ham	tenho que dirigir de volta de la para sd. minha bunda está doendo.
spam	férias de cortesia de 4 estrelas em ibiza ou R$ 4.000 em dinheiro precisam da sua retirada urgente.
ham	ok, acabei de receber..
ham	ótima atualização da queima da árvore de natal de loxahatchee: você pode ver as estrelas daqui
ham	correto.
ham	nunca culpe um dia em sua vida.
ham	estou no cinema escape agora. .
ham	ela é nossa irmã.. ela pertence à nossa família.. ela é a esperança do amanhã.. reze por ela, que foi vítima do incidente do trem de shoranur.
ham	ei, garotas... alguma de vocês vai ao centro de habilitação amanhã?
ham	5) remova suavemente sua mão.. é interessante.. :)
ham	então, e o plano futuro?
ham	sem presentes!! você está tentando me fazer pular de um penhasco ou algo assim?
ham	boa notícia: pegamos um cachimbo
ham	preciso saber quando devo estar perto do campus
ham	não faço ideia de onde você está
ham	bom.
ham	é um laptop, leve com você.
ham	querido, cheguei no quarto
ham	toda emoção não tem palavras. todo desejo não tem orações.. se você sorrir, o mundo está com você. caso contrário, nem mesmo a gota de lágrima gosta de ficar com você. então seja feliz.. bom dia, continue sorrindo :-)
ham	.... o photoshop faz meu computador desligar.
ham	são seus garotos do yahoo que trazem o perfume? ou é legal.
ham	seu extrato de conta de 2004 para 07742676969 mostra 786 pontos de bônus não resgatados.
ham	sim. mas eu gosto dos móveis rosa.
ham	o posto de gasolina fica a uma quadra da minha casa, você vai passar direto por ele, já que a armenia acaba na swann e você tem que pegar a howard
ham	:-xx
ham	o que posso fazer por você, meu lindo namorado?
ham	xxx
ham	tô de boa, amor, mas muito cansado pq passei a semana toda planejando um monte de coisas, temos nossa inspeção dos serviços sociais no berçário!
ham	ok, vou me certificar de levantar antes do meio-dia e ver o que está acontecendo
ham	só.
ham	sim. o aluguel é muito caro, então é assim que economizamos.
ham	terminou de dormir? mas eu pensei que você ia tirar uma soneca.. sim, eu a enviei, então vou buscá-la por volta das 16h e alguma coisa..
ham	o amor de deus não tem limite. a graça de deus não tem medida. o poder de deus não tem fronteiras.
ham	gosto de pensar que sempre há a possibilidade de estar em um pub mais tarde.
ham	sim, já terminei, te vejo lá...
ham	ei, você está por aí?
ham	que horas você acha que vai ter?
ham	estou em casa. por favor, ligue
ham	você não entende com que frequência eu choro pela minha vida triste, triste.
ham	que porra você acha que está acontecendo
spam	oi, amor, você se esqueceu de mim?
ham	gam foi eliminado após uma excelente entrada.
ham	estou trabalhando no suporte técnico :) processo de voz. área de redes.
spam	compre space invaders para uma chance de ganhar um console de fliperama original.
ham	um garoto amava uma garota. ele a pediu em namoro, mas ela não se importou.
ham	em, é olowoyey@usc.edu, divirta-se muito na argentina.
ham	vou assistir kavalan em alguns minutos
spam	bem feito, inglaterra! obtenha o toque polifônico oficial ou a bandeira colorida no seu celular! envie 'tone' ou 'flag' para 84199 agora! para cancelar, envie 'eng stop'. box39822 w111wx R$1.50
ham	existe algum cinema que eu possa ir e assistir a filmes ilimitados pagando apenas uma vez?
ham	... é o nome de uma garota..! ... sim.. e você sabe quem é essa garota??
ham	muito obrigado por tudo que você faz com abnegação.
ham	gosto de te enviar uma mensagem e te lembrar que estou pensando em você... e que você é amado... *beijo amoroso*
ham	é sarcasmo.. não scarcasmo
ham	sem compra
ham	entre em 121 salas de chat por uma fração do custo.
ham	eu diria que é um bom sinal, mas, bem, você conhece meu histórico em ler mulheres
ham	eu listei.
ham	ai, não te incomodo mais... acho que você tem muito o que fazer depois que seu armário chegar...
ham	palavras dolorosas - eu achava que ser feliz era a coisa mais difícil do mundo... mas, o mais difícil é agir feliz com toda a dor não dita por dentro..
ham	luz clara!
ham	não sei porra nenhuma sobre nada, senão eu diria/perguntaria algo útil, mas se você quiser, pode fingir que eu fiz e apenas me mandar uma mensagem com qualquer coisa em resposta à hipotética huagauahahuagahyuhagga
ham	os golpistas estão ficando espertos... embora este seja um número regular da vodafone, se você responder, receberá mais mensagens/assinaturas com tarifa premium.
ham	vou deixar um bilhete dizendo que a culpa é toda do rob. me vingue.
ham	só eu e a helen em casa no momento. como você tem estado?
ham	então o john é o ____ do pai da joy. se você responder a isso, você tem um qi de <#>.
ham	você já tem um pai ausente.
ham	acho que se ele governar tamilnadu... então será muito difícil para o nosso povo.
ham	sou ator.
ham	sentindo..
ham	como vocês fazem para ir ao cinema aí do seu lado.
spam	de volta ao trabalho amanhã, meio período acabou! você pode me ver hoje à noite para um pouco de paixão sexy antes que eu tenha que voltar?
ham	ainda está de pé para hoje à noite?
ham	não, mas você me disse que ia, antes de ficar bêbado!
ham	meu amigo acabou de chegar e diz que vai aumentar o pedido dele em alguns gramas (ele tem <#> dólares), quando você pode chegar aqui?
ham	tanto faz, se todos forem, eu vou também...
ham	estamos esperando sair às 7, de langport.
ham	ah, e a propósito, você tem mais comida na sua geladeira!
ham	não estou com o número dela, senhor
ham	mas vocês estavam juntos, então você deveria estar pensando nele
ham	prometo te tratar bem! aposto que você vai cuidar bem de mim...
ham	mas tenho que pagar.
ham	nenhuma mensagem.. nenhuma resposta.. o que aconteceu?
ham	acho que o ps3 também pode tocar via usb
ham	espero te ver em breve, amor e beijos xxx
ham	envie 'tone' ou 'flag' para 84199. para cancelar, envie 'eng stop', caixa postal 39822, w111wx, R$1.50
ham	o que diabos eu fiz agora? por que você não me diz, me responda por favor, com amor, dan
spam	msg grátis> tons de natal favoritos! responda real
spam	Por favor, ligue para 08712402902 imediatamente, pois há uma mensagem urgente esperando por você.
ham	eu saquei uma parte, mas deixei <#> só por via das dúvidas.
ham	se você não responder, vou presumir que ainda está dormindo e vou começar a ligar e tal
ham	obrigado pela dica de hoje, mas estou tendo que dar uma de mecânico de beira de estrada no meu carro. acho que o alternador queimou...
ham	eu quis dizer como um pedido de desculpas meu por te mandar mensagem para me conseguir drogas às <#> da noite
spam	urgente! seu número de celular *********** ganhou um prêmio bônus de R$ 8.000 em 02/06/03! esta é a segunda tentativa de te contatar! ligue para 09066362220 o mais rápido possível!
ham	então verifique seus erros e se teve dificuldades, faça a correção.
ham	quero comprar um carro bmw com urgência.. é muito urgente. mas tenho uma falta de <#>
ham	ok, então não preciso te dizer nada, estou indo dormir, boa noite.
ham	na oficina mecânica -- o único motivo pelo qual estou acordado a esta hora.
ham	seu extrato de conta de 2004 para 078498****7 mostra 786 pontos de bônus não resgatados.
ham	/7 nunca estude, só para garantir
ham	preciso abrir sua buceta!
spam	nós sabemos de alguém que você conhece que está a fim de você. ligue para 09058097218 para descobrir quem. caixa postal 6, ls15hb 150p
ham	não vou fazer nada, de.
ham	não sei.. ele está assistindo filme no computador..
ham	a mensagem enviada está pedindo <#>-dólares. devo pagar <#> ou <#>?
ham	aqui está meu novo endereço - maçãs&peras&toda essa baboseira
ham	ok, estou saindo em breve, estarei aí um pouco depois das 9
ham	ok, estou a caminho agora, vejo você em <#> minutos.
ham	então por que você não deu um alô?
ham	com minha irmã... acabamos de assistir 'uma saída de mestre'.
ham	esqueci de imprimir o kothi.
ham	por que pergunta, princesa?
ham	por favor, entregue para o <#>, ou eu pego na terça-feira à noite por volta das 20h, se estiver tudo bem.
ham	é um número de telefone gratuito legítimo, o que você acha???
ham	nvm... vou usar meus sapatos esportivos de qualquer maneira... vou me atrasar.
ham	não dormi nada na noite passada.
ham	obrigado, vou ter isso em mente
ham	pensar em alguém é tudo de bom.
ham	não fale com ele nunca, ok, é minha palavra.
ham	ok, eu vou.. você sabe que fui aprovado no adsense..
ham	estou esperando sua ligação, senhor.
ham	quanto você ganhou pela limpeza
ham	oh, entendi.
ham	quando você vai marcar? acho que é em 21 de maio. porque pensei em sair com a jiayin.
ham	estou tentando conseguir um dubsack
spam	envie um logo para seu amor - 2 nomes unidos por um coração.
ham	de fato, e a propósito, era um ou outro - não ambos!
ham	outros números também são usados. cuidado!
ham	aqui também, mas considero paredes e bunkers e tal importantes só porque nunca jogo no modo pacífico, mas acho que seu lugar é alto o suficiente para não importar
spam	para sua chance de ganhar um fone de ouvido bluetooth grátis, simplesmente responda com adp
ham	mas ele pode não estar por perto
ham	estou fazendo a introdução que abrange tendências de energia e prós e contras... uma breve descrição da fusão nuclear e também uma breve história do iter e do jet, tenho cerca de 7 páginas e meia..
ham	não precisa.
spam	toques assustadores da nokia para você, responda com o título do toque para 8007, por exemplo, 'tone dracula' para 8007. títulos: fantasma, família addams, os monstros, o exorcista, crepúsculo. www.getzed.co.uk caixa postal 36504w45wq 150p
ham	peça para o pai me buscar às 18h...
spam	esta é a segunda vez que tentamos entrar em contato com você. você ganhou o prêmio de 750 libras. para reivindicar é fácil, ligue para 08718726970 agora! apenas 10p por minuto. bt-taxa-nacional
ham	mmm, que delícia, amor... um belo susto para a suzy
ham	olá! como vai você? estou entediado. nunca pensei que ficaria entediado com a tv, mas estou. me diga, aconteceu algo emocionante aí?
ham	você acha...
spam	teve seu celular por 11 meses ou mais?
spam	seu próximo incrível vídeo de fotos xxxgrátis1 será enviado para você, aproveite! se um vídeo não for suficiente para hoje, envie de volta a palavra-chave 'fotosgrátis1' para obter o próximo vídeo.
ham	sim, tinha muitos doces
ham	ah, entendi... eu o vi também, mas achei que ele não me viu... já encontrei um grupo...
ham	para encontrar alguém, basta responder 'verão' agora. a adesão é gratuita.
ham	cara, este ônibus é tão, tão lento.
ham	você é um viado inacreditável
ham	não sei por que ela não está recebendo suas mensagens
ham	código do prêmio 2309.
ham	verifique o e-mail. eu enviei para o varma e coloquei você em cópia sobre a associação. se cuide. insha allah.
ham	me mande uma mensagem quando sair, se for mais tarde, podemos nos encontrar em algum lugar.
ham	eu envio as impressões, cara.
ham	estou enjoado. estou tão chateado. não comi nenhum doce a semana toda porque hoje eu estava planejando me empanturrar.
ham	e eu comi uma fatia de pizza a mais ontem. aff, estou sempre de dieta.
ham	estou no trabalho. por favor, ligue.
ham	não estou interessado em fazer assim.
ham	mesma hora, 9:30.
ham	basta me enviar a mensagem e eu a receberei, talvez você tenha que enviá-la no modo móvel, sha, mas eu a receberei.
ham	não tenho certeza sobre o menu da noite. . .
ham	rsrs. é fiel ao
ham	hoje à noite?
ham	você está tão livre que quer me ajudar? hee... porque eu sei que você quer assistir 'infernal affairs', então te convidei.
ham	tudo bem, sam, é o nic, só verificando se este é o seu número - então é? t.b*
ham	agora, se você se importa, me ligue amanhã.
ham	box97n7qp, 150ppm
ham	você tem praticado sua reverência?
ham	considere-se dispensado.
ham	preciso estudar para o mcat também.
ham	você ainda está trabalhando agora?
ham	bom dia, dorminhoco.
ham	estou literalmente na cama e estou acordado há umas <#> horas
ham	s... vou pegar apenas jogadores fracos :)
ham	você pode entrar por um segundo? tem alguém aqui que eu quero que você veja
ham	bjs
ham	tudo bem, tomei a morfina. de volta ao seu.
spam	seu saldo agora é de R$600. próxima pergunta: complete o nome do ponto turístico, big, a. bob, b. barry ou c. ben?. envie a, b ou c para 83738. boa sorte!
spam	msg grátis: 1 mês de chamadas ilimitadas grátis! ative o smartcall enviando: call para o nº: 68866. assinatura R$3/semana, chamadas ilimitadas. ajuda: 08448714184. para parar, envie parar. somente telefone fixo.
spam	Toque de celular top grátis - assine o toque semanal - ganhe a 1ª semana grátis - envie SUBPOLI para 81618 - R$3 por semana - pare com sms - 08718727870
ham	já terminei...
ham	estou esperando minha irmã terminar o banho para eu poder tomar banho. não vou mais te incomodar, você está limpando seu quarto.
ham	ei, não tem aula amanhã, certo?
ham	ok.
ham	e peça para conectar a chamada para waheed fathima.
ham	então temos que fazer isso depois
ham	ok, ok, ok.
ham	sim, princesa! quero te pegar com minhas mãos grandes e fortes...
ham	senhor, você receberá o número da conta em mais 1 hora.
ham	sim, com certeza. quando você quer?
ham	hm, bom dia, alguém com dor de cabeça?
ham	não consigo encontrar ninguém que possa me dar uma carona para casa.
ham	não fique triste.. já passou.. não pense mais nisso. concentre-se nas suas outras provas, ok.
ham	idiota, de agora em diante não vou te contar nada. seu pai ligou para o meu irmão e conversou. não comigo.
ham	boa noite
ham	não há outras taxas após as taxas de transferência e você pode sacar como quiser
ham	nenhum! em nenhum lugar que eu conheça tem desconto! que merda
spam	+449071512431 urgente! esta é a 2ª tentativa de contato! você ganhou R$ 5.000, ligue para 09071512433 antes de 05/07. t&cs bcm4235wc1n3xx.
ham	total video converter download grátis, digite isso na busca do google :)
ham	sou um cavalheiro e vou te tratar com dignidade e respeito.
ham	muito obrigado pelos seus votos no meu aniversário. obrigado por tornar meu aniversário verdadeiramente memorável.
ham	pode comprar 4d para o meu pai de novo? 1405, 1680, 1843. todos 2 grandes 1 pequeno, sábado e domingo. obrigado.
ham	ocupado aqui.
ham	estive de dieta a semana toda. e agora não estou com fome :/
ham	essa coisa da caneta está além da brincadeira. uma esferográfica não serve? não faça um mestrado, pois não consigo fazer isso de novo!
spam	o lance atual é de 151. para pausar este leilão, envie 'sair'.
ham	estou aqui esperando quando você voltar, meu amor
ham	parece bom... haha... pode ser... uau, você pesquisa tão rápido...
ham	vou para sua casa agora
ham	sim, a noite toda. mas podemos sair para jantar primeiro.
ham	então. você é o mais velho, sabe.
ham	seu número de celular foi premiado com um prêmio de R$ 8.000 garantido. ligue para 09061790121 de um telefone fixo.
ham	margaret hello, ela é a namorada de grahmbell, que inventou o telefone... ....
ham	oh ho. é a primeira vez que você usa esse tipo de palavras
ham	o jos perguntou se você quer se encontrar?
ham	oi querida, já terminei a faculdade, então me manda uma mensagem quando você terminar, se puder. beijos, kate xxx
ham	para cancelar, envie 'parar'. ajuda: 08714742804
ham	espere, eu vou sair.. <#> min :)
ham	vou para casa em breve e não quero mais falar sobre isso esta noite, ok? já chorei o suficiente hoje.
ham	yun ah. onde vc está trabalhando agora? a propósito, se vc for para a nus sc. em que vc quer se especializar?
ham	todas essas camisetas novas e a única coisa para a qual posso usá-las é um tema nudista ;_; você está na faculdade?
ham	devo ligar para o chefe dele e contar, sabendo que isso pode fazê-lo ser demitido?
ham	não, vou entrar online agora..
ham	mais tarde
ham	ei!
ham	você está na cidade sozinho?
ham	e por volta de 5.30? vou tentar chegar aí o mais rápido possível.
ham	eu posso.
ham	bela verdade: a expressão do rosto pode ser vista por todos... mas a depressão do coração só pode ser entendida pelos entes queridos.. boa noite ;-)
ham	ooh, eu tenho muitos desses!
spam	msg grátis, por que você não respondeu ao meu texto?
spam	quer dar um up no seu celular com um novo toque semanal? responda toques2u para este texto. www.toques.co.uk, o original e melhor. toques 3gbp, aplicam-se taxas da operadora de rede
ham	rsrs, isso é diferente. eu não fico tentando encontrar todas as fotos da sua vida real que você já tirou.
ham	só assistimos 2, mas achei que você não estivesse interessado.
ham	ei, não, tive uma noite péssima, foi chata sem você também, sua chata!
ham	ah sim, eu consigo falar por texto com você! hmm. você recebeu o e-mail?
spam	obtenha o toque polifônico oficial da inglaterra ou a bandeira colorida no seu celular para o jogo de hoje à noite!
ham	sem pressa. não estou trabalhando. estou na escola, então se nos apressarmos, passamos fome.
ham	eu vou te mimar na cama também :)
ham	envie isso para todos os seus amigos valiosos, mas primeiro me responda...
ham	você está sendo meu bom menino? você é meu escravo obediente? você agrada sua rainha?
ham	esta é uma pergunta do ias, tente responder.
ham	não, quarta-feira. quando devo levar o saco de mini cheetos?
